channel,well,adapter,collinear_confidence,conductance,conductance_filtered_data,event,experiment_tag,flow_cell_id,group_1_adjusted_offset_0mv_pa,group_1_adjusted_offset_0mv_std,group_1_offset_voltage_mv,group_order,include_well,initial_0mv_current_pa,initial_0mv_current_std,initial_current_0_pa,initial_current_1_pa,initial_current_2_pa,initial_voltage_0_mv,initial_voltage_1_mv,initial_voltage_2_mv,intercept,intercept_adjusted_0mv_current_pa,intercept_adjusted_0mv_current_std,multiple,mux_scan_assessment,mux_uncertain,pore,pore_1,pore_median,pore_sd,previous_offset,scan_number,scan_offset_voltage_mv,scan_running_voltage_mv,seconds_since_start_of_run,strand,strand2,strand_median,strand_range,total_good_samples,total_time_active,transition,unavailable,unclassed,unknown_negative,unknown_positive,zero
93,1,1593,-8.7,0.61,True,1864,jardin_botanique,ANQ493,-30.945,2.208,0,0,0,-30.267,2.6,-3.815,2.724,8.393,-20,-30,-40,-16.019,-26.988,4.236,0,unavailable,0,666,0,267.17,3.81,-10,15,0,-185,78524,4860,0,85.77,31.1,8983,34315.969,895,24556,0,0,619,0
94,1,0,0.09,0.047,False,0,jardin_botanique,ANQ493,-1.364,0.863,0,0,0,-1.364,0.874,-0.37,0.1,0.579,-20,-30,-40,-17.829,-1.371,0.854,0,zero,0,0,0,,,-10,15,0,-185,78524,0,0,,,0,1759.608,0,0,0,0,0,44352
95,1,0,3.78,1.384,True,0,jardin_botanique,ANQ493,4.495,1.006,0,0,0,4.408,1.03,32.711,46.361,60.389,-20,-30,-40,13.589,4.48,1.016,0,unavailable,0,0,0,,,-10,15,0,-185,78524,0,0,,,0,7195.577,0,33498,0,0,2044,0
96,1,0,4.16,0.163,False,0,jardin_botanique,ANQ493,-2.832,0.935,0,0,0,-2.824,0.938,-1.332,0.09,1.928,-20,-30,-40,-18.605,-2.787,0.95,0,unavailable,0,0,0,,,-10,15,0,-185,78524,0,0,,,0,28898.86,0,31661,0,0,0,0
97,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,15,0,-185,78524,0,0,,,0,1759.608,0,0,0,0,0,0
98,1,4225,-15.5,0.167,False,3187,jardin_botanique,ANQ493,-4.759,1.001,0,1,1,-7.229,1.746,-1.114,1.334,2.232,-20,-30,-40,-15.441,-5.688,1.894,0,single_pore,0,4974,0,273.02,2.57,-10,15,0,-185,78524,8204,6825,85.25,30.3,20590,30747.92,0,13212,0,0,3062,0
99,1,0,-20.3,0.562,False,111,jardin_botanique,ANQ493,-24.072,2.674,0,0,0,-22.313,4.002,-1.811,4.822,9.425,-20,-30,-40,-12.701,-21.948,4.776,0,unavailable,0,0,0,,,-10,15,0,-185,78524,0,0,,,111,42655.126,433,25856,0,0,0,0
100,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,15,0,-185,78524,0,0,,,0,1759.608,0,0,0,0,0,0
101,1,0,0.26,0.067,False,0,jardin_botanique,ANQ493,-0.859,1.041,0,0,0,-0.86,1.053,0.455,1.11,1.791,-20,-30,-40,-3.256,-0.855,1.026,0,unavailable,0,0,0,,,-10,15,0,-185,78524,0,0,,,0,1759.608,0,27463,0,0,0,0
102,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,15,0,-185,78524,0,0,,,0,1759.608,0,0,0,0,0,0
103,1,0,-5.74,0.297,False,0,jardin_botanique,ANQ493,-2.368,1.145,0,0,0,-2.388,1.13,1.04,4.298,6.982,-20,-30,-40,-6.22,-2.406,1.156,0,unavailable,0,0,0,,,-10,15,0,-185,78524,0,0,,,0,21473.016,0,29908,0,0,0,0
104,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,15,0,-185,78524,0,0,,,0,1759.608,0,0,0,0,0,0
