channel,well,adapter,collinear_confidence,conductance,conductance_filtered_data,event,experiment_tag,flow_cell_id,group_1_adjusted_offset_0mv_pa,group_1_adjusted_offset_0mv_std,group_1_offset_voltage_mv,group_order,include_well,initial_0mv_current_pa,initial_0mv_current_std,initial_current_0_pa,initial_current_1_pa,initial_current_2_pa,initial_voltage_0_mv,initial_voltage_1_mv,initial_voltage_2_mv,intercept,intercept_adjusted_0mv_current_pa,intercept_adjusted_0mv_current_std,multiple,mux_scan_assessment,mux_uncertain,pore,pore_1,pore_median,pore_sd,previous_offset,scan_number,scan_offset_voltage_mv,scan_running_voltage_mv,seconds_since_start_of_run,strand,strand2,strand_median,strand_range,total_good_samples,total_time_active,transition,unavailable,unclassed,unknown_negative,unknown_positive,zero
42,1,0,-2.4,0.238,False,0,jardin_botanique,ANQ493,-29.475,4.635,-15,0,0,-28.144,3.221,-21.531,-19.027,-16.763,-20,-30,-40,-100.079,-27.642,2.885,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,49928.639,0,26256,0,0,0,0
43,1,6239,0.3,1.055,True,5442,jardin_botanique,ANQ493,24.218,1.715,-15,1,1,6.342,1.161,30.03,40.564,51.128,-20,-30,-40,18.462,6.44,1.142,0,single_pore,0,50,0,266.73,4.33,-10,10,0,-185,50486,0,0,,,11731,1125.967,208,25214,0,0,2008,0
44,1,4142,0.82,0.277,False,8231,jardin_botanique,ANQ493,1.388,0.997,-15,1,1,-1.976,0.981,2.824,5.555,8.368,-20,-30,-40,0.137,-1.722,0.981,0,single_pore,0,93,0,270.51,4.08,-10,10,0,-185,50486,0,0,,,12466,31870.156,1248,11771,0,0,803,0
45,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,0
46,1,7657,-1.51,0.075,False,690,jardin_botanique,ANQ493,-35.389,1.114,-15,1,1,-5.122,1.056,-3.608,-2.779,-2.101,-20,-30,-40,-57.424,-9.183,1.366,0,single_pore,0,8191,0,213.27,1.89,-10,10,0,-185,50486,0,8840,,,16538,49912.294,0,15195,0,0,0,0
47,1,0,-0.64,0.053,False,0,jardin_botanique,ANQ493,0.261,1.019,-15,0,0,-0.553,1.016,0.514,1.074,1.57,-20,-30,-40,-0.088,-0.541,1.002,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,8064,0,0,0,34245
48,1,0,2.4,0.275,False,0,jardin_botanique,ANQ493,-4.21,1.15,-15,0,0,-7.75,1.477,-2.541,0.091,2.963,-20,-30,-40,-19.379,-8.091,1.422,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,31246.219,0,26256,0,0,0,0
49,1,0,-0.39,0.061,False,0,jardin_botanique,ANQ493,0.186,1.073,-15,0,0,-0.702,1.083,0.456,1.089,1.683,-20,-30,-40,-2.467,-0.703,1.072,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,6309.03,0,26536,0,0,0,0
50,1,0,-0.58,0.028,False,0,jardin_botanique,ANQ493,-1.787,0.861,-15,0,0,-2.225,0.843,-1.624,-1.312,-1.058,-20,-30,-40,-66.879,-2.213,0.849,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,44352
51,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,0
52,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,0
53,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,22659.64,0,0,0,0,0,0
54,1,1047,-4.2,1.378,True,0,jardin_botanique,ANQ493,14.727,1.067,-15,0,0,-7.29,1.383,21.949,35.943,49.517,-20,-30,-40,5.972,-6.624,1.067,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,1047,11978.155,26,19784,0,0,17117,0
55,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,20266.749,0,0,0,0,0,0
56,1,0,-4.41,0.16,False,0,jardin_botanique,ANQ493,-0.366,1.061,-15,0,0,-2.272,1.006,0.325,2.143,3.52,-20,-30,-40,-7.584,-2.031,1.002,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,22045.921,0,30281,0,0,0,0
57,1,10023,0.3,0.278,False,3304,jardin_botanique,ANQ493,-9.085,1.108,-15,1,1,-13.003,1.171,-7.934,-5.167,-2.37,-20,-30,-40,-38.537,-13.048,1.194,0,single_pore,0,6796,0,224.59,2.45,-10,10,0,-185,50486,9803,2487,69.15,23.4,29926,49896.733,0,11180,0,0,0,0
58,1,0,15.44,0.176,False,0,jardin_botanique,ANQ493,-1.649,1.007,-15,0,0,-2.485,1.018,-0.353,0.638,3.173,-20,-30,-40,-13.855,-2.594,1.04,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,24387.92,0,26368,0,0,0,0
59,1,0,-0.3,0.059,False,0,jardin_botanique,ANQ493,-2.983,1.031,-15,0,0,-3.793,1.039,-2.717,-2.113,-1.539,-20,-30,-40,-56.036,-3.799,1.015,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,45943.748,0,0,0,0,0,40320
60,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,0
61,1,0,0.02,0.354,False,0,jardin_botanique,ANQ493,1.638,1.089,-15,0,0,-1.921,1.089,3.009,6.545,10.083,-20,-30,-40,-1.494,-1.898,1.096,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,5855.732,0,28092,0,0,0,0
62,1,0,0.03,0.055,False,0,jardin_botanique,ANQ493,-0.029,1.025,-15,0,0,-0.841,1.042,0.256,0.805,1.357,-20,-30,-40,-5.359,-0.837,1.016,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,26142,0,0,0,12096
63,1,0,0.21,0.03,False,0,jardin_botanique,ANQ493,-2.191,0.911,-15,0,0,-2.623,0.901,-2.03,-1.736,-1.421,-20,-30,-40,-76.759,-2.597,0.903,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,44352
64,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,0
65,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,0
66,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,0
67,1,0,-0.67,0.044,False,0,jardin_botanique,ANQ493,-0.809,0.882,-15,0,0,-1.499,0.877,-0.57,-0.096,0.311,-20,-30,-40,-22.681,-1.489,0.866,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,44383
68,1,10710,-1.85,1.303,True,9647,jardin_botanique,ANQ493,7.806,1.065,-15,1,1,-12.368,1.066,14.321,27.439,40.372,-20,-30,-40,1.018,-12.435,1.048,0,single_pore,0,3408,0,266.81,2.89,-10,10,0,-185,50486,10008,0,91.54,34.5,33773,25385.124,33,6189,0,0,4303,0
69,1,8211,-1.85,1.35,True,3165,jardin_botanique,ANQ493,-15.28,1.056,-15,1,1,-35.308,1.104,-8.543,5.047,18.452,-20,-30,-40,-16.307,-34.166,2.236,0,single_pore,0,3722,0,236.68,3.52,-10,10,0,-185,50486,6381,0,77.56,30.2,21479,47293.828,7,22482,0,0,0,0
70,1,0,0.62,0.287,False,0,jardin_botanique,ANQ493,0.799,1.118,-15,0,0,-4.505,0.981,-0.441,2.4,5.303,-20,-30,-40,-11.572,-4.506,0.976,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,22832.094,0,30330,0,0,0,0
71,1,0,0.73,0.051,False,0,jardin_botanique,ANQ493,-0.108,0.891,-15,0,0,-0.887,0.885,0.147,0.625,1.176,-20,-30,-40,-7.4,-0.886,0.88,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,44352
72,1,0,-0.35,0.043,False,0,jardin_botanique,ANQ493,-0.492,0.822,-15,0,0,-1.131,0.819,-0.256,0.189,0.599,-20,-30,-40,-15.854,-1.141,0.838,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,44352
73,1,1604,37.07,0.952,True,1919,jardin_botanique,ANQ493,13.345,1.11,-15,0,0,-2.927,1.097,21.491,29.154,40.524,-20,-30,-40,11.535,-2.306,1.057,0,unavailable,0,248,0,269.27,3.59,-10,10,0,-185,50486,0,0,,,3771,16430.03,81,35736,0,0,155,0
74,1,0,-1.45,0.048,False,0,jardin_botanique,ANQ493,-4.305,1.12,-15,0,0,-5.081,1.113,-4.115,-3.559,-3.148,-20,-30,-40,-94.054,-4.967,1.11,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,42302.498,0,0,0,0,0,40398
75,1,0,-0.67,0.055,False,0,jardin_botanique,ANQ493,-2.238,1.132,-15,0,0,-2.966,1.152,-1.976,-1.391,-0.873,-20,-30,-40,-45.596,-2.986,1.135,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,26639.984,0,0,0,0,0,40320
76,1,0,-5.34,1.182,True,0,jardin_botanique,ANQ493,19.398,1.172,-15,0,0,0.616,1.147,25.617,37.7,49.249,-20,-30,-40,11.75,0.579,1.135,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,4907.249,0,26354,0,0,0,0
77,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,4891.373,0,0,0,0,0,0
78,1,0,2.11,2.586,False,0,jardin_botanique,ANQ493,49.155,1.191,-15,0,0,9.695,1.179,62.265,88.018,113.982,-20,-30,-40,14.065,9.697,1.171,520,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1959.342,137,42640,0,0,1292,0
79,1,0,-4.94,1.355,True,0,jardin_botanique,ANQ493,-87.423,1.401,-15,0,0,-109.805,1.48,-79.365,-65.564,-52.257,-20,-30,-40,-68.489,-107.794,1.678,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,44479.78,0,27565,0,0,0,0
80,1,0,-0.55,0.068,False,0,jardin_botanique,ANQ493,-0.348,0.98,-15,0,0,-1.321,0.973,-0.027,0.68,1.332,-20,-30,-40,-10.268,-1.32,0.986,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,13924.952,0,28092,0,0,0,0
81,1,0,-4.26,0.127,False,0,jardin_botanique,ANQ493,0.434,1.014,-15,0,0,-1.462,0.996,1.287,2.765,3.817,-20,-30,-40,0.541,-1.47,0.995,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,4542.343,0,30392,0,0,0,0
82,1,0,0.15,0.037,False,0,jardin_botanique,ANQ493,-0.041,0.829,-15,0,0,-0.586,0.837,0.173,0.533,0.908,-20,-30,-40,-5.363,-0.591,0.819,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,44800
83,1,0,-51.08,0.245,False,0,jardin_botanique,ANQ493,3.934,2.023,-15,0,0,-1.632,1.088,9.275,14.278,14.173,-20,-30,-40,17.686,-1.744,1.037,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,11981.983,0,30555,0,0,0,0
84,1,0,-0.84,0.092,False,0,jardin_botanique,ANQ493,-0.021,0.965,-15,0,0,-1.421,0.968,0.478,1.443,2.324,-20,-30,-40,-4.68,-1.376,0.98,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,8885.358,0,30559,0,0,0,0
85,1,0,0.25,0.037,False,0,jardin_botanique,ANQ493,-0.179,0.888,-15,0,0,-0.721,0.881,0.037,0.394,0.776,-20,-30,-40,-9.116,-0.724,0.883,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,44352
86,1,0,-0.29,0.131,False,0,jardin_botanique,ANQ493,-0.786,1.078,-15,0,0,-1.824,1.028,0.66,1.983,3.277,-20,-30,-40,-4.92,-1.701,1.038,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,24864.594,0,28092,0,0,0,0
87,1,0,-0.15,0.055,False,0,jardin_botanique,ANQ493,-1.063,1.076,-15,0,0,-1.806,1.065,-0.767,-0.214,0.324,-20,-30,-40,-24.014,-1.791,1.058,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,11771.749,0,0,0,0,0,40564
88,1,0,-4.41,0.279,False,0,jardin_botanique,ANQ493,-1.783,1.106,-15,0,0,-5.007,1.072,-0.562,2.451,5.023,-20,-30,-40,-11.766,-5.541,1.114,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,18072,,,0,33132.0,0,8393,0,0,0,0
89,1,0,0.52,0.033,False,0,jardin_botanique,ANQ493,-18.28,0.929,-15,0,0,-18.68,0.917,-18.01,-17.703,-17.344,-20,-30,-40,-550.024,-18.76,0.922,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,44374
90,1,0,-0.33,0.042,False,0,jardin_botanique,ANQ493,-0.446,1.035,-15,0,0,-1.044,1.018,-0.217,0.223,0.63,-20,-30,-40,-14.997,-1.068,1.012,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,44352
91,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,0
92,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,28149.5,0,0,0,0,0,0
93,1,0,-5.2,0.852,True,145,jardin_botanique,ANQ493,-9.006,1.656,-15,0,0,-23.151,4.524,-4.069,4.711,12.971,-20,-30,-40,-14.676,-22.409,4.529,0,unavailable,0,129,0,248.61,3.09,-10,10,0,-185,50486,0,0,,,274,33682.328,324,26359,0,0,0,0
94,1,0,-0.23,0.041,False,0,jardin_botanique,ANQ493,-0.695,0.84,-15,0,0,-1.285,0.879,-0.513,-0.095,0.3,-20,-30,-40,-22.525,-1.296,0.879,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,44352
95,1,0,-14.96,1.247,True,278,jardin_botanique,ANQ493,24.688,1.123,-15,0,0,4.686,1.048,30.46,43.677,55.398,-20,-30,-40,14.587,4.596,1.061,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,278,6561.936,0,32502,0,0,1469,0
96,1,0,-1.73,0.109,False,0,jardin_botanique,ANQ493,-1.681,0.991,-15,0,0,-2.66,0.992,-0.622,0.553,1.555,-20,-30,-40,-15.459,-2.634,0.992,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,28265.219,0,26256,0,0,0,0
97,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,0
98,1,7878,8.99,0.239,False,6827,jardin_botanique,ANQ493,-0.384,1.026,-15,1,1,-3.383,1.068,0.71,2.655,5.499,-20,-30,-40,-7.804,-3.608,1.086,0,single_pore,0,7029,0,267.21,2.47,-10,10,0,-185,50486,14065,0,89.94,32.6,35799,19569.419,12,2761,0,0,5681,0
99,1,0,-0.6,0.091,False,0,jardin_botanique,ANQ493,-1.107,1.085,-15,0,0,-1.994,1.083,-0.361,0.58,1.461,-20,-30,-40,-13.855,-2.001,1.106,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,31156.438,0,28092,0,0,0,0
100,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,0
101,1,0,-0.48,0.052,False,0,jardin_botanique,ANQ493,-0.062,1.05,-15,0,0,-0.766,1.059,0.204,0.745,1.238,-20,-30,-40,-5.91,-0.766,1.08,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,40320
102,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,0
103,1,0,21.29,0.147,False,0,jardin_botanique,ANQ493,-0.581,1.327,-15,0,0,-2.253,1.215,0.215,0.623,3.16,-20,-30,-40,-12.292,-2.308,1.21,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,20839.375,0,30559,0,0,0,0
104,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,0
105,1,0,0.91,0.188,False,0,jardin_botanique,ANQ493,1.003,1.072,-15,0,0,-1.295,1.042,1.987,3.82,5.744,-20,-30,-40,0.493,-1.838,1.053,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,17154.405,0,26256,0,0,0,0
106,1,0,0.47,0.095,False,0,jardin_botanique,ANQ493,-0.65,1.01,-15,0,0,-2.189,1.001,-0.072,0.857,1.833,-20,-30,-40,-10.84,-2.147,1.019,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,17414.546,0,26375,0,0,0,0
107,1,0,3.27,0.123,False,0,jardin_botanique,ANQ493,-1.186,1.02,-15,0,0,-2.785,0.995,-0.64,0.425,1.817,-20,-30,-40,-15.679,-2.842,0.989,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,25779.234,0,26505,0,0,0,0
108,1,0,0.1,0.072,False,0,jardin_botanique,ANQ493,-1.793,1.022,-15,0,0,-2.812,1.038,-1.495,-0.785,-0.065,-20,-30,-40,-30.932,-2.83,1.022,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,35573.578,0,26256,0,0,0,0
109,1,0,-0.95,0.282,False,0,jardin_botanique,ANQ493,1.43,1.197,-15,0,0,-6.975,2.823,1.606,4.478,7.255,-20,-30,-40,-4.259,-5.244,2.29,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,17398.5,67,26469,0,0,0,0
110,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,0
111,1,0,-1.46,0.108,False,0,jardin_botanique,ANQ493,-7.703,1.121,-15,0,0,-7.009,1.677,-6.267,-5.114,-4.107,-20,-30,-40,-67.73,-8.482,1.184,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,49964.282,0,28092,0,0,0,0
112,1,0,70.53,1.546,False,0,jardin_botanique,ANQ493,28.631,2.627,-15,1,1,6.516,1.226,34.856,46.79,65.777,-20,-30,-40,11.243,6.504,1.309,0,single_pore,0,14366,0,181.86,3.5,-10,10,0,-185,50486,0,0,,,14366,1125.967,71,22973,0,0,277,0
113,1,0,-0.53,0.162,False,0,jardin_botanique,ANQ493,-4.44,1.103,-15,0,0,-6.97,1.088,-3.696,-2.047,-0.451,-20,-30,-40,-32.724,-6.838,1.105,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,47599.045,0,26406,0,0,0,0
114,1,0,-0.45,0.04,False,0,jardin_botanique,ANQ493,-3.836,0.863,-15,0,0,-6.656,0.888,-5.115,-4.694,-4.318,-20,-30,-40,-138.043,-5.334,0.888,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,45248
115,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1228.327,0,0,0,0,0,0
116,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,24003.328,0,0,0,0,0,0
117,1,11074,-1.02,1.366,True,8786,jardin_botanique,ANQ493,1.483,1.113,-15,1,1,-19.36,1.127,8.423,22.136,35.747,-20,-30,-40,-3.822,-19.431,1.114,0,single_pore,0,3874,0,268.33,2.46,-10,10,0,-185,50486,8810,0,93.46,32.8,32544,24594.297,117,6267,0,0,5846,0
118,1,0,-0.31,0.075,False,0,jardin_botanique,ANQ493,-1.528,1.104,-15,0,0,-2.613,1.093,-1.171,-0.408,0.324,-20,-30,-40,-25.596,-2.627,1.079,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,15544.577,0,28092,0,0,0,0
119,1,0,-0.14,0.046,False,0,jardin_botanique,ANQ493,-1.5,0.865,-15,0,0,-2.183,0.865,-1.324,-0.855,-0.4,-20,-30,-40,-38.606,-2.169,0.865,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,44800
120,1,5738,-1.67,1.329,True,6237,jardin_botanique,ANQ493,-17.735,1.084,-15,1,1,-37.814,1.159,-11.263,2.109,15.314,-20,-30,-40,-18.455,-37.557,1.158,0,single_pore,0,13976,0,233.73,2.13,-10,10,0,-185,50486,0,0,,,25951,41992.501,0,17682,0,0,0,0
121,1,0,0.18,0.049,False,0,jardin_botanique,ANQ493,-1.284,0.849,-15,0,0,-2.026,0.83,-1.013,-0.529,-0.027,-20,-30,-40,-30.607,-2.022,0.848,0,zero,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,44352
122,1,0,2.19,0.088,False,0,jardin_botanique,ANQ493,-0.169,1.071,-15,0,0,-1.689,1.085,0.595,1.366,2.356,-20,-30,-40,-3.741,-1.564,1.073,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,24376.015,0,26452,0,0,0,0
123,1,0,-24.53,0.035,False,0,jardin_botanique,ANQ493,1.462,1.148,-15,0,0,-0.581,1.092,1.936,3.514,2.639,-20,-30,-40,-4.835,-0.47,1.07,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,3553.624,0,22114,0,0,0,8167
124,1,0,-0.5,0.056,False,0,jardin_botanique,ANQ493,-0.247,1.109,-15,0,0,-0.966,1.126,0.001,0.589,1.127,-20,-30,-40,-9.841,-1.029,1.133,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,9893.686,0,26256,0,0,0,0
125,1,0,,,,0,jardin_botanique,ANQ493,,,-15,0,0,,,,,,-20,-30,-40,,,,0,saturated,0,0,0,,,-10,10,0,-185,50486,0,0,,,0,1125.967,0,0,0,0,0,0
126,1,0,-2.02,0.061,False,0,jardin_botanique,ANQ493,-0.365,1.147,-15,0,0,-1.61,1.115,-0.179,0.536,1.049,-20,-30,-40,-12.435,-1.763,1.132,0,unavailable,0,0,0,,,-10,10,0,-185,50486,0,3975,,,0,11901.874,0,22530,0,0,0,0
1,1,0,-0.94,0.162,False,0,jardin_botanique,ANQ493,1.521,1.323,-25,0,0,-2.721,1.214,-1.218,0.445,2.014,-10,-20,-30,-17.441,-1.199,1.233,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,13135,,,0,32899.593,0,16482,0,0,0,0
2,1,0,24.43,0.322,False,0,jardin_botanique,ANQ493,2.692,1.732,-25,0,0,-0.424,1.23,5.375,7.378,11.824,-10,-20,-30,4.247,2.613,2.168,0,unavailable,0,0,0,,,0,11,-10,-195,56094,1080,0,113.64,37.9,1080,6672.811,30,27515,0,0,923,0
3,1,0,-13.69,0.583,False,0,jardin_botanique,ANQ493,12.96,3.624,-25,0,0,1.068,1.164,6.798,13.311,18.455,-10,-20,-30,1.954,7.685,1.365,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,6689.061,185,29361,0,0,0,0
4,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
5,1,7920,1.73,0.208,False,1764,jardin_botanique,ANQ493,-6.762,1.147,-25,1,1,-12.127,1.181,-9.854,-7.862,-5.697,-10,-20,-30,-57.526,-10.066,1.178,0,single_pore,0,11207,0,236.93,2.51,0,11,-10,-195,56094,2738,0,74.72,31.1,23629,55505.875,0,19702,0,0,0,0
6,1,0,-5.95,0.117,False,0,jardin_botanique,ANQ493,2.919,1.313,-25,0,0,-0.62,1.068,0.83,2.301,3.177,-10,-20,-30,-2.458,0.957,1.087,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,10376.311,0,29580,0,0,0,0
7,1,13100,0.2,1.368,True,6497,jardin_botanique,ANQ493,-15.5,1.105,-25,1,1,-49.215,1.201,-35.959,-22.285,-8.591,-10,-20,-30,-36.281,-35.806,1.134,0,single_pore,0,4428,0,242.03,2.41,0,11,-10,-195,56094,14682,0,78.26,31.3,38707,55520.795,14,5481,0,0,0,0
8,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
9,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
10,1,0,-0.32,0.075,False,0,jardin_botanique,ANQ493,-0.72,1.005,-25,0,0,-2.633,1.036,-1.788,-1.026,-0.296,-10,-20,-30,-33.894,-3.729,1.027,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,37893.781,0,29577,0,0,0,0
11,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
12,1,0,-0.34,0.061,False,0,jardin_botanique,ANQ493,0.096,1.164,-25,0,0,-1.461,1.133,-0.798,-0.168,0.428,-10,-20,-30,-22.925,-0.822,1.15,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,12127.077,15,25165,0,0,0,0
13,1,0,-0.18,1.37,True,594,jardin_botanique,ANQ493,28.056,2.807,-25,0,0,-4.151,1.188,9.83,23.542,37.236,-10,-20,-30,-2.824,9.918,1.222,0,unavailable,0,27,0,245.74,4.13,0,11,-10,-195,56094,8700,0,110.41,38.2,9321,11592.639,229,27186,0,0,7293,0
