Experiment Time (minutes),Reads,Basecalled Reads Passed,Basecalled Reads Failed,Basecalled Reads Skipped,Selected Raw Samples,Selected Events,Estimated Bases,Basecalled Bases,Basecalled Samples
0,0,0,0,0,0,0,0,0,0
1,30,13,17,0,131240,6363,11443,12143,131240
2,42,17,22,0,190408,9450,16994,16340,175876
3,173,71,65,0,730920,37064,66648,53013,573070
4,297,136,141,0,1255852,64065,115200,109705,1179471
5,439,177,235,0,1853691,93477,168090,160200,1745510
6,573,238,327,0,2403399,121178,217890,215356,2366016
7,688,288,364,0,2916887,146671,263733,250154,2759259
8,834,355,433,0,3558251,179489,322747,306494,3368998
9,988,431,500,0,4195205,211284,379916,360391,3962339
10,1145,510,590,0,4860225,244133,438989,422931,4656846
11,1300,578,682,0,5521692,277058,498191,485456,5362193
12,1438,653,741,0,6076039,304928,548297,532542,5891377
13,1581,728,815,0,6692601,335853,603901,589794,6518097
14,1739,814,890,0,7360339,368911,663344,650654,7194296
15,1884,910,941,0,7990414,400946,720949,710013,7846269
16,2032,985,1003,0,8598832,431585,776041,760678,8415024
17,2202,1059,1091,0,9312642,466997,839714,823774,9098816
18,2371,1134,1182,0,10056928,503345,905071,887944,9832080
19,2514,1200,1271,0,10680019,534493,961082,948145,10506765
20,2698,1288,1362,0,11431808,572641,1029671,1016231,11247732
21,2873,1403,1425,0,12186605,610894,1098459,1080882,11967296
22,3033,1500,1515,0,12864218,644868,1159541,1154442,12789319
23,3216,1580,1599,0,13652574,683691,1229354,1215583,13473166
24,3410,1662,1702,0,14504708,725647,1304802,1288626,14303704
25,3617,1755,1805,0,15355760,768053,1381054,1362934,15133929
26,3825,1854,1924,0,16243680,812855,1461613,1444777,16030577
27,4032,1969,2025,0,17119708,857413,1541737,1529864,16969012
28,4245,2067,2145,0,18029595,902371,1622578,1610623,17887824
29,4443,2141,2245,0,18874684,945025,1699274,1680651,18647990
30,4649,2234,2361,0,19789737,990298,1780678,1762240,19556282
31,4847,2321,2459,0,20646078,1033371,1858128,1831521,20333400
32,5038,2419,2555,0,21909234,1087070,1954703,1930369,21606686
33,5230,2524,2666,0,22756192,1129196,2030456,2016877,22571222
34,5439,2626,2797,0,23709700,1176706,2115886,2111113,23631568
35,5612,2698,2865,0,24491684,1215144,2185013,2166768,24275737
36,5813,2810,2972,0,25332818,1257559,2261275,2251362,25192753
37,6041,2922,3076,0,26276006,1305409,2347311,2331255,26089959
38,6244,3026,3166,0,27211122,1352376,2431769,2412617,27010577
39,6462,3135,3255,0,28159998,1399736,2516929,2489725,27862209
40,6656,3236,3357,0,29064128,1443224,2595135,2564569,28709451
41,6871,3330,3456,0,29979086,1488183,2675964,2639808,29632644
42,7110,3446,3604,0,31010133,1539060,2767446,2739031,30765759
43,7319,3556,3741,0,31902795,1583720,2847745,2830883,31795517
44,7531,3659,3840,0,32797013,1628066,2927478,2909244,32677803
45,7771,3781,3949,0,33811623,1679078,3019209,2994017,33629753
46,7972,3877,4064,0,34843314,1727512,3106310,3084339,34719794
47,8184,3971,4180,0,35762106,1773780,3189510,3164600,35620116
48,8405,4063,4292,0,36766987,1823421,3278771,3244253,36521176
49,8614,4153,4411,0,37721932,1870660,3363722,3330081,37508137
50,8827,4250,4530,0,38604417,1915354,3444081,3411465,38409504
51,9031,4356,4632,0,39494028,1960079,3524503,3493022,39317070
52,9247,4460,4727,0,40452754,2007918,3610534,3568689,40171835
53,9462,4571,4842,0,41378332,2054792,3694831,3656909,41166354
54,9705,4687,4971,0,42421482,2107405,3789440,3752309,42225274
55,9889,4776,5074,0,43264341,2149441,3865035,3828012,43076725
56,10117,4892,5178,0,44280540,2200051,3956041,3917363,44080114
57,10317,4999,5274,0,45152091,2243261,4033740,3993076,44959593
58,10563,5107,5390,0,46252987,2297424,4131134,4079844,45940834
59,10803,5226,5511,0,47304666,2349857,4225417,4171548,46999889
60,11068,5353,5640,0,48505565,2409585,4332818,4271351,48148632
61,11306,5479,5753,0,49547308,2462469,4427908,4367848,49222435
62,11529,5598,5866,0,50436565,2507152,4508246,4452863,50176328
63,11758,5713,5986,0,51481759,2559077,4601617,4546095,51212727
64,12002,5823,6104,0,52784134,2619754,4710737,4643811,52464677
65,12265,5932,6240,0,53979912,2678382,4816161,4736991,53552841
66,12530,6066,6366,0,55169757,2737882,4923157,4841054,54733030
67,12751,6181,6493,0,56128471,2785879,5009464,4936736,55817117
68,12993,6290,6621,0,57225807,2839601,5106060,5025199,56862751
69,13244,6429,6773,0,58374770,2896933,5209161,5141395,58185695
70,13488,6542,6875,0,59445860,2950114,5304787,5224296,59113815
71,13725,6677,6997,0,60459661,2999863,5394241,5321479,60242648
72,14002,6803,7164,0,61690748,3061373,5504848,5436148,61537034
73,14193,6890,7267,0,62515194,3102040,5577971,5507834,62365127
74,14431,6995,7389,0,63642600,3157118,5677016,5597140,63437454
75,14707,7111,7540,0,64933671,3220655,5791279,5704718,64656094
76,14993,7243,7696,0,66286931,3286365,5909442,5822333,66036128
77,15249,7369,7823,0,67427338,3342923,6011151,5922716,67185198
78,15505,7481,7958,0,68550596,3399061,6112092,6018077,68285429
79,15737,7608,8079,0,69590103,3449934,6203577,6111568,69367758
80,15961,7732,8184,0,70553378,3497616,6289319,6197388,70352093
81,16211,7854,8307,0,71738662,3555961,6394245,6296203,71495432
82,16458,7963,8451,0,72856025,3611689,6494458,6397510,72641870
83,16764,8087,8614,0,74211708,3677438,6612680,6506808,73913468
84,17046,8232,8773,0,75556767,3742856,6730319,6628232,75350922
85,17287,8353,8899,0,76660972,3796616,6826993,6725304,76484527
86,17514,8460,9017,0,77657374,3847280,6918099,6814705,77488920
87,17766,8564,9130,0,78847494,3905955,7023614,6903006,78503790
88,18024,8702,9264,0,80018864,3963509,7127103,7010556,79739266
89,18292,8811,9386,0,81266202,4025417,7238434,7105109,80838977
90,18537,8932,9531,0,82359562,4079784,7336207,7210814,82037341
91,18778,9049,9650,0,83439231,4134092,7433864,7303175,83083147
92,19022,9167,9792,0,84544539,4189226,7533004,7406605,84268474
93,19022,9202,9820,0,84544539,4189226,7533004,7430862,84544539
94,19022,9202,9820,0,84544539,4189226,7533004,7430862,84544539
95,19087,9221,9839,0,84830501,4203626,7558897,7445185,84708856
96,19264,9281,9898,0,85624180,4243469,7630544,7492618,85227955
97,19523,9416,10046,0,86761326,4300350,7732823,7599912,86473618
98,19792,9564,10196,0,87884404,4356774,7834280,7713267,87764290
99,20101,9695,10342,0,89236132,4424885,7956761,7817574,88943950
100,20382,9821,10486,0,90535064,4488544,8071231,7925397,90200791
101,20655,9958,10617,0,91804120,4551214,8183926,8034141,91450567
102,20936,10096,10736,0,93062351,4613555,8296023,8133745,92613253
103,21232,10243,10888,0,94361146,4679171,8414010,8250857,93906234
104,21541,10427,11039,0,95761883,4749114,8539791,8385370,95445223
105,21833,10609,11172,0,97084293,4815832,8659771,8510291,96859827
106,22132,10752,11297,0,98386367,4881164,8777256,8611934,98032917
107,22398,10872,11438,0,99560330,4939021,8881294,8710188,99137564
108,22690,10998,11590,0,100898329,5005542,9000918,8822188,100434506
109,22980,11140,11762,0,102154540,5068513,9114152,8942435,101822521
110,23285,11319,11911,0,103549610,5138070,9239237,9072149,103277531
111,23567,11468,12031,0,104850383,5203024,9356038,9183932,104557741
112,23853,11630,12164,0,106094239,5265276,9467973,9295645,105836750
113,24152,11773,12314,0,107356833,5328498,9581653,9406139,107085442
114,24430,11910,12454,0,108634392,5392409,9696590,9515909,108337136
115,24715,12054,12579,0,109897055,5454932,9809012,9617986,109519395
116,24999,12197,12713,0,111199064,5519683,9925452,9726135,110773233
117,25273,12359,12832,0,112411370,5580416,10034657,9834386,112041164
118,25556,12514,12959,0,113639120,5642344,10146017,9942228,113261850
119,25814,12654,13086,0,114794613,5700916,10251344,10048266,114451721
120,26107,12803,13213,0,116074980,5764860,10366323,10155661,115678246
121,26424,12949,13379,0,117458108,5834011,10490663,10277690,117052785
122,26694,13095,13511,0,118646059,5893163,10597033,10383463,118277903
123,26998,13246,13659,0,120121631,5965499,10727113,10507968,119728360
124,27254,13380,13788,0,121288893,6023160,10830802,10608974,120885310
125,27538,13523,13928,0,122540763,6085826,10943485,10717097,122138934
126,27782,13643,14075,0,123586734,6138780,11038697,10822614,123330027
127,28075,13767,14232,0,124902760,6204037,11156042,10929730,124568162
128,28335,13912,14362,0,126062457,6262218,11260670,11035732,125793649
129,28618,14047,14511,0,127363366,6326176,11375680,11147391,127070182
130,28905,14203,14635,0,128576862,6386273,11483741,11249432,128286903
131,29182,14348,14774,0,129839030,6448320,11595318,11357818,129552869
132,29463,14492,14909,0,131088786,6511668,11709230,11467621,130824855
133,29760,14648,15052,0,132433015,6577523,11827647,11583438,132162417
134,30025,14774,15187,0,133659902,6638376,11937076,11686529,133363662
135,30298,14895,15322,0,134920799,6700210,12048267,11788473,134548017
136,30598,15028,15462,0,136248390,6766923,12168234,11893044,135761398
137,30861,15169,15596,0,137456431,6827416,12277024,12002285,137022185
138,31123,15304,15731,0,138671737,6887766,12385550,12109329,138230539
139,31387,15431,15877,0,139902020,6949171,12495980,12219955,139533146
140,31661,15573,16016,0,141166107,7011495,12608055,12330853,140806055
141,31935,15737,16139,0,142355634,7071506,12715969,12443241,142097044
142,32209,15878,16288,0,143593968,7132844,12826281,12558309,143402049
143,32507,16029,16431,0,144900645,7198596,12944517,12671141,144701649
144,32804,16196,16560,0,146242301,7265578,13064976,12785245,145988692
145,33095,16337,16680,0,147545875,7330979,13182581,12888504,147174621
146,33367,16475,16794,0,148849176,7395205,13298081,12991939,148363286
147,33636,16604,16940,0,150122220,7458597,13412083,13105581,149684251
148,33944,16741,17091,0,151545019,7529296,13539221,13222089,151018127
149,34210,16886,17243,0,152745606,7588699,13646044,13338910,152370956
150,34498,17044,17393,0,154074573,7653932,13763345,13460815,153823342
151,34762,17184,17531,0,155309698,7714411,13872095,13567144,155081367
152,35058,17340,17674,0,156660773,7782598,13994707,13687900,156471316
153,35322,17468,17819,0,157808040,7840693,14099165,13791822,157650954
154,35596,17586,17924,0,159058404,7902893,14211004,13880717,158655372
155,35871,17728,18040,0,160333285,7966013,14324510,13984816,159881765
156,36136,17861,18190,0,161502640,8023837,14428491,14091884,161098537
157,36401,17998,18334,0,162662069,8081961,14532996,14199920,162360465
158,36670,18135,18474,0,163873731,8142261,14641432,14307301,163614180
159,36952,18281,18605,0,165174112,8206796,14757478,14414634,164854485
160,37216,18402,18714,0,166346746,8265267,14862619,14507177,165915994
161,37508,18561,18858,0,167674310,8330506,14979943,14617060,167246384
162,37759,18719,18995,0,168808655,8387280,15082043,14734207,168616774
163,38014,18858,19087,0,170036393,8446886,15189226,14826498,169727691
164,38252,18968,19202,0,171125619,8501664,15287734,14912607,170735478
165,38529,19121,19320,0,172384054,8564376,15400511,15017560,171964834
166,38785,19261,19467,0,173529275,8620886,15502135,15128024,173236244
167,39003,19363,19569,0,174567634,8672254,15594509,15212521,174254691
168,39269,19480,19735,0,175722193,8731057,15700251,15321054,175476473
169,39514,19571,19820,0,176805912,8785970,15798996,15392315,176271148
170,39744,19730,19951,0,177873090,8838941,15894247,15506220,177574652
171,39986,19862,20085,0,178971787,8893059,15991567,15610206,178801137
172,40274,19976,20195,0,180290076,8960078,16112092,15698522,179794058
173,40541,20114,20352,0,181538037,9021401,16222363,15816827,181191715
174,40781,20252,20452,0,182668620,9076738,16321878,15909116,182282955
175,41056,20404,20574,0,183919298,9138414,16432782,16015404,183540716
176,41298,20540,20712,0,185014089,9191884,16528924,16119525,184788121
177,41550,20652,20802,0,186136147,9248019,16629864,16198107,185700150
178,41814,20803,20942,0,187293039,9306266,16734604,16308394,186974712
179,42081,20939,21079,0,188609925,9370397,16849939,16418051,188315013
180,42331,21051,21173,0,189959722,9433528,16963473,16498344,189264980
181,42582,21202,21325,0,191145445,9491538,17067794,16627572,190882747
182,42825,21332,21426,0,192247368,9546112,17165934,16717744,191940425
183,43094,21473,21539,0,193482752,9608406,17277958,16820214,193114686
184,43325,21622,21667,0,194552455,9661730,17373847,16928601,194361521
185,43554,21727,21749,0,195580772,9712481,17465111,17001692,195240051
186,43662,21811,21821,0,196090727,9737663,17510389,17061360,195950896
187,43662,21829,21833,0,196090727,9737663,17510389,17073128,196090727
188,43717,21829,21833,0,196339663,9750439,17533366,17073128,196090727
189,43719,21871,21846,0,196345245,9750727,17533883,17095137,196339663
190,44013,22007,21961,0,197631396,9815234,17649872,17189931,197448851
191,44268,22118,22049,0,198818451,9874845,17757070,17269935,198386377
192,44510,22260,22173,0,199953281,9932399,17860568,17374836,199581936
193,44758,22428,22292,0,201122410,9990424,17964920,17491036,200945661
194,45042,22550,22387,0,202433535,10056303,18083383,17577697,201943236
195,45310,22713,22540,0,203652470,10117401,18193258,17700188,203383052
196,45552,22840,22638,0,204843654,10176751,18299987,17794344,204500884
197,45830,22972,22747,0,206102795,10240242,18414162,17891158,205593368
198,46074,23139,22882,0,207221728,10296422,18515187,18008760,206976314
199,46303,23234,22953,0,208306301,10351134,18613581,18076511,207752216
200,46531,23408,23066,0,209302617,10401330,18703844,18189152,209059358
201,46783,23550,23154,0,210433311,10457527,18804898,18276912,210071658
202,47027,23689,23260,0,211568942,10514811,18907917,18373694,211207983
203,47289,23856,23385,0,212743046,10574442,19015148,18489267,212539239
204,47528,23962,23468,0,214090568,10635987,19125830,18576277,213634454
205,47804,24135,23609,0,215360069,10699843,19240660,18700584,215071861
206,48039,24261,23684,0,216429960,10753802,19337692,18779572,215976893
207,48296,24429,23811,0,217630730,10812312,19442905,18893300,217367716
208,48566,24546,23911,0,218891282,10874740,19555170,18979145,218364824
209,48782,24689,24050,0,219873065,10924206,19644123,19091695,219685062
210,49021,24790,24132,0,220984988,10980556,19745463,19164158,220522276
211,49269,24955,24248,0,222120834,11038768,19850146,19277368,221805647
212,49502,25078,24334,0,223176562,11091373,19944738,19360237,222765750
213,49721,25235,24437,0,224159456,11141508,20034888,19464204,223951090
214,49950,25352,24514,0,225207102,11194139,20129533,19540663,224833878
215,50204,25491,24655,0,226437945,11255393,20239693,19651341,226150893
216,50442,25592,24749,0,227570999,11311288,20340207,19731493,227057611
217,50680,25745,24889,0,228762031,11369129,20444226,19859050,228581371
218,50894,25841,24968,0,229738837,11418273,20532603,19926278,229347001
219,51145,25981,25091,0,230883866,11474842,20634322,20027371,230567161
220,51388,26138,25212,0,232012821,11531270,20735797,20138722,231838938
221,51631,26235,25303,0,233111574,11585940,20834110,20212486,232674554
222,51882,26378,25447,0,234242721,11642949,20936623,20325007,233983051
223,52148,26509,25559,0,235469823,11704255,21046864,20419183,235088642
224,52369,26643,25659,0,236438481,11753024,21134568,20510927,236153014
225,52625,26785,25797,0,237603271,11812107,21240820,20620111,237396433
226,52877,26892,25889,0,238775227,11870353,21345567,20697167,238319406
227,53123,27044,26036,0,239901527,11926780,21447038,20816892,239696481
228,53376,27152,26120,0,241052471,11983969,21549880,20892746,240576945
229,53624,27320,26249,0,242247690,12043430,21656805,21010432,241983325
230,53889,27445,26372,0,243452417,12103823,21765408,21108109,243121761
231,54144,27579,26490,0,244613036,12161573,21869249,21205109,244277599
232,54409,27738,26621,0,245825204,12221202,21976474,21317206,245611407
233,54662,27850,26730,0,247020812,12280711,22083489,21405164,246638193
234,54880,27983,26847,0,248025346,12331384,22174616,21503499,247780442
235,55131,28080,26958,0,249183337,12389838,22279735,21589363,248756110
236,55361,28218,27075,0,250196567,12440141,22370181,21684527,249882786
237,55602,28352,27189,0,251305687,12495191,22469175,21780801,251021498
238,55848,28466,27300,0,252442981,12551597,22570611,21870464,252058879
239,56111,28629,27419,0,253565620,12609349,22674460,21978117,253288160
240,56345,28739,27521,0,254723354,12666249,22776782,22064642,254338198
241,56577,28894,27640,0,255845974,12721996,22877040,22175705,255646193
242,56813,28991,27730,0,256951108,12776023,22974200,22249567,256527966
243,57044,29126,27880,0,258065919,12830934,23072940,22364370,257881145
244,57304,29225,27963,0,259295883,12892661,23183951,22436232,258750359
245,57580,29398,28108,0,260550451,12955396,23296765,22562476,260253426
246,57854,29544,28227,0,261820381,13018474,23410197,22665336,261440781
247,58101,29677,28344,0,262942082,13074428,23510821,22758303,262591399
248,58325,29798,28470,0,264006964,13127539,23606330,22857372,263718716
249,58564,29904,28580,0,265129106,13183659,23707255,22946345,264751326
250,58831,30027,28703,0,266373372,13245601,23818649,23043505,265932446
251,59050,30152,28828,0,267377633,13295260,23907943,23138008,267032454
252,59295,30268,28931,0,268545839,13354269,24014068,23228464,268084704
253,59516,30411,29057,0,269571168,13406094,24107263,23339278,269347268
254,59755,30514,29157,0,270656242,13460323,24204781,23422281,270328467
255,60003,30654,29293,0,271783169,13517019,24306735,23527173,271543652
256,60200,30751,29365,0,272734976,13564080,24391368,23591756,272320610
257,60422,30877,29479,0,273802393,13617372,24487200,23690954,273488184
258,60658,30984,29601,0,274911457,13672932,24587113,23782848,274572972
259,60900,31100,29681,0,276078339,13730560,24690748,23863883,275538540
260,61090,31259,29800,0,276994205,13775855,24772200,23971882,276834042
261,61312,31351,29874,0,277967813,13824291,24859298,24033712,277581706
262,61556,31480,30000,0,279342231,13885818,24969960,24130143,278705006
263,61794,31603,30114,0,280383852,13938019,25063825,24230013,280042378
264,62040,31737,30238,0,281494354,13993014,25162722,24328084,281203552
265,62284,31863,30365,0,282618099,14050325,25265786,24427966,282358242
266,62510,31973,30451,0,283699323,14103746,25361852,24508768,283287264
267,62739,32118,30575,0,284732017,14154755,25453578,24611338,284531408
268,62965,32218,30670,0,285778802,14206544,25546707,24688067,285442057
269,63193,32319,30781,0,286813874,14258211,25639616,24770797,286411151
270,63432,32468,30902,0,287928850,14313792,25739568,24875885,287637693
271,63653,32590,30971,0,289111069,14369669,25840057,24955894,288674773
272,63903,32742,31089,0,290303366,14429811,25948211,25063311,289931466
273,64159,32872,31205,0,291484763,14488530,26053807,25163988,291142414
274,64399,32995,31322,0,292556651,14542424,26150721,25257216,292233870
275,64615,33120,31427,0,293596908,14594183,26243793,25345311,293250420
276,64847,33233,31517,0,294608770,14645426,26335940,25426056,294196586
277,65094,33397,31653,0,295769561,14701584,26436930,25538864,295564051
278,65336,33511,31736,0,296913194,14758720,26539672,25618187,296504836
279,65550,33634,31844,0,297884212,14806980,26626456,25705831,297559306
280,65550,33664,31874,0,297884212,14806980,26626456,25729805,297838547
281,65550,33671,31879,0,297884212,14806980,26626456,25733957,297884212
282,65604,33677,31886,0,298135684,14819946,26649774,25738992,297936065
283,65714,33725,31932,0,298660359,14846151,26696898,25778188,298373112
284,65911,33830,32006,0,299587816,14892822,26780829,25852411,299243028
285,66114,33936,32107,0,300546915,14941293,26867990,25937089,300204587
286,66315,34054,32214,0,301516343,14989869,26955347,26028912,301279703
287,66530,34140,32307,0,302516042,15038679,27043121,26100563,302126506
288,66768,34269,32437,0,303562892,15091377,27137878,26196332,303265598
289,67020,34390,32545,0,304765202,15152244,27247335,26291511,304361004
290,67214,34493,32642,0,305690637,15198010,27329640,26373042,305315923
291,67419,34600,32744,0,306695439,15247306,27418293,26455662,306305005
292,67645,34734,32858,0,307719366,15298728,27510758,26555111,307484957
293,67873,34840,32959,0,308830947,15353895,27609958,26639187,308466897
294,68087,34946,33048,0,309804533,15402906,27698096,26716832,309372074
295,68281,35090,33163,0,310693279,15446845,27777109,26816665,310559722
296,68533,35189,33265,0,311799586,15502275,27876778,26894885,311468856
297,68753,35294,33365,0,312879995,15555551,27972591,26976135,312419265
298,68960,35397,33462,0,313802524,15602218,28056510,27055511,313355403
299,69179,35541,33587,0,314845738,15654152,28149907,27162835,314601556
300,69404,35649,33687,0,315886364,15707099,28245120,27249216,315588966
301,69624,35759,33771,0,316936338,15759236,28338881,27323153,316479113
302,69869,35893,33892,0,318060660,15815858,28440705,27422843,317666497
303,70084,36017,34009,0,319089365,15866922,28532534,27520662,318810008
304,70294,36124,34094,0,320062130,15915226,28619400,27596859,319733772
305,70540,36242,34194,0,321273778,15975198,28727250,27682148,320753813
306,70751,36373,34322,0,322249292,16024371,28815674,27786630,321993286
307,70977,36493,34426,0,323328435,16076169,28908816,27873519,323055352
308,71176,36592,34521,0,324238075,16120845,28989159,27947311,323968287
309,71391,36694,34610,0,325230139,16170670,29078756,28020754,324826041
310,71582,36807,34725,0,326158179,16216291,29160797,28111838,325895200
311,71776,36929,34808,0,327090218,16262873,29244566,28194753,326906484
312,71994,37036,34888,0,328095617,16312948,29334622,28268403,327775038
313,72209,37142,34990,0,329135307,16364845,29427950,28350955,328766281
314,72409,37238,35068,0,330087111,16410988,29510922,28419111,329603888
315,72609,37376,35166,0,331024168,16457830,29595155,28512443,330731042
316,72793,37495,35261,0,331899636,16501455,29673603,28596217,331721163
317,72994,37592,35343,0,332787177,16545976,29753659,28664508,332527603
318,73211,37687,35446,0,333840011,16597624,29846542,28743665,333475996
319,73402,37778,35531,0,334701998,16640313,29923303,28809664,334287193
320,73614,37921,35642,0,335688315,16688987,30010832,28909657,335451235
321,73824,38032,35734,0,336689567,16738134,30099215,28987017,336398423
322,74044,38149,35810,0,337680192,16788139,30189138,29063096,337301286
323,74246,38273,35918,0,338583869,16833401,30270527,29151385,338356436
324,74468,38402,36010,0,339646854,16886593,30366187,29239735,339399113
325,74715,38507,36102,0,340729972,16940866,30463778,29311183,340244729
326,74940,38629,36224,0,341827858,16994837,30560839,29407894,341406666
327,75164,38779,36345,0,342987057,17050740,30661373,29519496,342750084
328,75370,38883,36425,0,343899673,17097536,30745526,29590791,343624546
329,75564,38972,36524,0,344786371,17141896,30825303,29662004,344453487
330,75752,39065,36612,0,345699481,17185766,30904191,29735999,345360646
331,75976,39171,36699,0,346743774,17237924,30997993,29809285,346232168
332,76180,39301,36824,0,347756588,17285795,31084077,29910129,347489772
333,76384,39416,36929,0,348705637,17333061,31169075,29994115,348514364
334,76593,39522,37006,0,349682460,17381706,31256550,30066726,349384392
335,76768,39609,37088,0,350548351,17423496,31331705,30134595,350222806
336,76989,39699,37191,0,351583721,17474454,31423342,30205667,351135513
337,77194,39786,37297,0,352511776,17520163,31505537,30279481,351999727
338,77400,39914,37420,0,353525664,17570722,31596457,30376458,353159983
339,77580,40024,37508,0,354428707,17615540,31677057,30462737,354199454
340,77750,40116,37613,0,355225485,17655163,31748311,30539192,355128683
341,77950,40201,37702,0,356523711,17713245,31852776,30623304,356325509
342,78136,40278,37804,0,357361099,17755059,31927965,30690165,357094726
343,78316,40375,37882,0,358232328,17798574,32006217,30761881,357962058
344,78509,40473,37961,0,359177581,17845478,32090570,30832204,358801355
345,78710,40570,38053,0,360094470,17891498,32173324,30905763,359697413
346,78886,40662,38150,0,360904099,17931479,32245221,30979484,360579037
347,79091,40773,38236,0,361916613,17981027,32334326,31057400,361517333
348,79308,40871,38331,0,362939244,18031727,32425500,31134039,362424981
349,79470,40965,38411,0,363745006,18071827,32497616,31202466,363278162
350,79658,41043,38526,0,364659381,18116838,32578563,31281886,364216590
351,79833,41126,38613,0,365492388,18158456,32653402,31348790,365056864
352,80017,41247,38741,0,366322780,18199705,32727574,31444758,366192120
353,80220,41351,38835,0,367322582,18249008,32816242,31523459,367158337
354,80413,41444,38929,0,368292442,18296720,32902047,31598130,368063830
355,80618,41543,39016,0,369229056,18343703,32986535,31672782,368970934
356,80799,41634,39116,0,370100684,18386293,33063122,31747591,369857495
357,80968,41702,39213,0,370868721,18424899,33132547,31810734,370623823
358,81156,41808,39304,0,371742084,18468526,33210994,31889173,371510568
359,81354,41899,39398,0,372634956,18513006,33290978,31962541,372392273
360,81553,42018,39492,0,373582587,18559976,33375451,32044046,373387693
361,81736,42127,39577,0,374461466,18603667,33454020,32122110,374304100
362,81920,42227,39651,0,375332375,18647589,33533012,32192139,375103432
363,82100,42319,39732,0,376176224,18689494,33608370,32260667,375944162
364,82269,42409,39825,0,377013095,18729278,33679907,32333292,376841597
365,82443,42498,39895,0,377819705,18769114,33751537,32394408,377575696
366,82636,42604,39979,0,378692564,18812973,33830401,32467367,378455673
367,82824,42703,40067,0,379579853,18857654,33910751,32543161,379349063
368,82984,42790,40150,0,380329767,18895079,33978048,32606013,380105562
369,83166,42873,40240,0,381246385,18939912,34058676,32678379,380979197
370,83356,42971,40337,0,382176244,18985842,34141278,32756762,381960720
371,83528,43069,40416,0,382962684,19025883,34213283,32825269,382753870
372,83689,43159,40490,0,383723388,19064023,34281870,32890448,383535187
373,83781,43225,40528,0,384156035,19086054,34321489,32932446,384035104
374,83781,43236,40545,0,384156035,19086054,34321489,32943401,384156035
375,83831,43236,40545,0,384386903,19097094,34341340,32943401,384156035
376,83846,43267,40564,0,384448720,19100364,34347220,32961213,384386903
377,84046,43338,40622,0,385380070,19147898,34432704,33009717,384955909
378,84265,43466,40704,0,386367141,19197831,34522501,33095315,385949880
379,84475,43577,40788,0,387337145,19245872,34608890,33170373,386823172
380,84673,43701,40880,0,388238734,19290952,34689957,33253152,387812936
381,84840,43808,40950,0,389032084,19330059,34760282,33320641,388631254
382,85031,43913,41013,0,389904056,19374334,34839894,33387734,389428222
383,85222,44023,41102,0,390851898,19421952,34925533,33468810,390392694
384,85407,44138,41176,0,391834721,19468203,35008708,33545124,391337156
385,85592,44232,41253,0,392756747,19514171,35091373,33617489,392233680
386,85766,44334,41333,0,393619849,19557911,35170036,33691848,393119790
387,85954,44443,41422,0,394515922,19603558,35252132,33773763,394092567
388,86124,44536,41499,0,395291445,19642737,35322582,33842015,394886419
389,86300,44634,41579,0,396145656,19684043,35396872,33908632,395702041
390,86469,44735,41651,0,396953477,19724502,35469626,33977899,396560882
391,86649,44837,41727,0,397805288,19766691,35545490,34047064,397394244
392,86830,44938,41808,0,398647118,19809370,35622239,34121238,398277542
393,87004,45057,41888,0,399504421,19851963,35698834,34198390,399216193
394,87192,45148,41958,0,400377853,19895716,35777516,34263313,400010787
395,87344,45244,42027,0,401125708,19933170,35844875,34329057,400774991
396,87514,45353,42087,0,401913370,19972102,35914893,34393343,401574111
397,87674,45455,42174,0,402643357,20008310,35980006,34464802,402449286
398,87805,45544,42236,0,403275589,20040329,36037591,34524745,403144137
399,87952,45583,42283,0,404081951,20078501,36106240,34559950,403554233
400,88114,45688,42352,0,404840823,20116803,36175115,34632750,404478631
401,88256,45781,42425,0,405538586,20151155,36236891,34699859,405276333
402,88435,45870,42498,0,406349635,20191495,36309431,34763258,406072543
403,88608,45965,42581,0,407183117,20232507,36383188,34829395,406874821
404,88783,46068,42647,0,408034711,20275653,36460781,34898934,407697482
405,88979,46181,42730,0,409000678,20323540,36546899,34977228,408642049
